Year,Oblast,0,1,1.1,1.1.1,1.1.1.0,1.1.2,1.1.3,1.1.4,1.2,1.2.1,1.2.2,1.2.3,1.2.4,1.2.5,1.3,1.3.1,1.4,1.5,1.6,1.7,2,2.1,2.1.1,2.1.1.1,2.1.2,2.1.2.1,2.2,2.2.1,2.2.2,2.2.3,2.2.4,2.2.5,2.2.6,2.2.7,2.2.8,2.3,2.4,2.5,3,3.1,3.1.1,3.2,3.3,3.3.1,3.3.2,3.3.3,3.3.4,3.3.5,3.4,3.4.1,3.4.2,3.4.3,3.5,3.5.1,3.5.2,3.5.3,3.5.4,3.5.5,3.5.6,3.5.7,3.5.8,3.6,3.6.1,3.6.2,3.7,4,4.1,4.2,4.2.0,4.2.1,4.3,4.3.1,4.3.2,4.3.3,4.4,4.4.1,4.4.2,4.5,4.5.1,4.5.2,4.6,5
2000,Смолян,716.0476908,35.63108127,4.796491709,1.370426203,,2.055639304,0,0,5.48170481,2.055639304,3.426065506,0,0,0,14.38947513,1.370426203,0,0,10.96340962,,455.6667123,4.796491709,0,0,,,379.6080581,0,180.8962587,74.68822804,5.48170481,33.57544196,60.29875291,0,33.57544196,35.63108127,0.685213101,34.94586816,149.3764561,14.38947513,0,3.426065506,8.907770317,6.852131013,2.055639304,0,,,2.055639304,2.055639304,0,0,0,0,0,0,0,0,0,0,0,120.5975058,2.740852405,7.537344114,0,75.37344114,6.166917911,33.57544196,,29.46416335,7.537344114,0,0,,28.09373715,0,7.537344114,,,,,
2000,София  град,2457.056402,61.90514316,13.5365913,3.879388971,,2.888906681,0.330160764,5.447652598,10.40006405,3.961929162,4.622250689,0.330160764,0.990482291,0,25.75253956,0.742861718,3.796848781,0,8.41909947,,1755.62986,101.5244348,12.13340806,6.603215271,,,1511.145815,141.0611862,1023.498367,551.8637162,57.44797285,163.5121181,320.5861014,14.93977455,75.35919428,104.0006405,2.971446872,35.98752322,564.5749056,13.04135016,1.073022481,4.044469353,457.2726575,397.6786397,58.02575419,1.568263627,,,2.723826299,1.650803818,0.082540191,0.165080382,12.29848844,0,11.8032473,0.412700954,0.082540191,0,0,0,0,73.95601103,0,0.165080382,1.238102863,74.94649332,1.733344009,17.49852047,,15.60009608,3.796848781,0,0,,34.00655864,0,23.68903478,,,,,
2000,София,1249.279995,104.1384546,28.60946554,14.49546254,,3.051676324,0.38145954,6.484812188,9.917948053,1.525838162,7.62919081,0,0,0.38145954,48.82682118,1.907297702,4.958974026,0,11.82524576,,853.3249921,28.99092508,6.866271729,6.866271729,,,769.7853527,7.62919081,382.6039191,69.04417683,23.65049151,93.07612788,34.33135864,7.62919081,134.6552178,15.25838162,1.907297702,37.38303497,226.2055075,25.93924875,0,11.44378621,89.64299202,68.28125775,19.07297702,2.288757243,,,0.762919081,0.38145954,0,0,1.525838162,0,1.525838162,0,0,0,0,0,0,96.50926374,9.536488512,25.55778921,0.38145954,65.61104096,6.866271729,19.83589611,,17.16567932,5.721893107,0,0,,32.80552048,0,18.31005794,,,,,
2000,Стара Загора,1571.152274,97.35328859,13.49965602,4.413349083,,4.413349083,0.519217539,2.076870157,15.31691741,3.115305235,8.047871857,1.298043848,1.298043848,0.25960877,51.92175392,1.298043848,2.076870157,0,14.5380911,,1126.182842,64.12336609,7.788263088,1.557652618,,,982.6191929,26.99931204,444.1906048,149.5346513,20.76870157,115.2662937,167.1880476,6.23061047,181.4665299,43.35466452,3.634522774,32.4510962,244.2918522,20.76870157,2.336478926,13.24004725,107.7376394,42.05662067,64.9021924,0.778826309,,,1.038435078,0.778826309,0,0,1.817261387,0,1.817261387,0,0,0,0,0,0,99.43015875,2.076870157,28.81657342,0.25960877,103.3242903,3.894131544,49.84488376,,46.98918729,3.115305235,0,0,,44.13349083,0,26.99931204,,,,,
2000,Търговище,1168.041715,88.51944316,8.990255946,2.074674449,,2.766232599,0.69155815,1.383116299,16.59739559,2.766232599,10.37337225,1.383116299,0,0.69155815,45.64283788,0.69155815,1.383116299,0,15.90583744,,845.775617,12.44804669,1.383116299,0.69155815,,,751.7237087,8.298697796,268.3245621,164.5908396,23.51297709,98.20125725,89.90255946,2.766232599,183.9544678,33.88634933,4.149348898,43.56816343,150.7596766,33.19479118,2.074674449,8.990255946,35.26946563,32.50323303,2.074674449,0.69155815,,,0,0,0,0,0,0,0,0,0,0,0,0,0,73.30516386,5.532465197,31.12011674,0,82.98697796,6.224023347,39.41881453,,37.34414008,8.298697796,0,0,,28.35388414,0,16.59739559,,,,,
2000,Хасково,997.360935,53.80950749,6.169242897,3.084621448,,1.370942866,0,0,13.70942866,2.399150015,8.568392912,1.028207149,0,0.342735716,23.30602872,0.685471433,4.798300031,0.342735716,5.483771464,,748.5348048,25.0197073,0.342735716,0,,,690.9552044,13.70942866,290.9826233,162.1139939,14.73763581,85.68392912,99.05062207,3.084621448,130.9250437,14.05216438,1.370942866,17.13678582,146.3481509,25.0197073,0.342735716,7.197450046,56.2086575,29.81800733,25.70517874,0.685471433,,,0,0,0,0,1.370942866,0,1.370942866,0,0,0,0,0,0,55.18045035,1.713678582,11.99575008,1.370942866,48.66847174,2.741885732,26.73338589,,24.67697159,3.770092881,0,0,,10.62480721,0,7.540185763,,,,,
2000,Шумен,1534.831555,82.37270625,8.842267902,3.723060169,,1.396147563,0,1.396147563,20.01144841,7.446120339,7.446120339,1.396147563,1.861530085,0.930765042,44.67672203,0.465382521,2.326912606,0,6.515355296,,1166.248598,20.94221345,2.326912606,1.396147563,,,1059.676001,10.70379799,355.5522462,176.3799755,8.842267902,94.93803432,134.0301661,3.723060169,291.3294582,29.78448135,1.396147563,54.44975498,208.4913695,14.89224068,0.465382521,13.03071059,64.22278792,56.31128506,6.980737817,0.930765042,,,0.465382521,0.465382521,0,0,1.396147563,0,0.930765042,0.465382521,0,0,0,0,0,112.6225701,6.515355296,24.1998911,1.861530085,77.71888103,6.515355296,48.3997822,,46.53825212,3.257677648,0,0,,19.08068337,0,6.980737817,,,,,
2000,Ямбол,1536.543612,132.4195194,8.3507805,3.578905928,,2.982421607,0,0.596484321,13.71913939,5.368358893,5.368358893,1.192968643,0.596484321,0.596484321,61.43788511,3.578905928,1.789452964,0,47.12226139,,1119.601071,20.28046693,0.596484321,0.596484321,,,999.7077227,10.14023346,311.3648158,261.8566171,10.14023346,101.998819,149.1210804,6.561327536,214.1378714,32.80663768,2.385937286,64.42030671,158.0683452,23.26288853,1.789452964,6.561327536,35.19257496,30.42070039,4.17539025,0.596484321,,,0,0,0,0,1.789452964,0,1.789452964,0,0,0,0,0,0,90.66561685,11.33320211,17.29804532,0.596484321,126.4546761,2.982421607,44.13983978,,39.96444953,7.754296178,0,0,,52.49062028,0,10.73671779,,,,,
2000,Общo,1672.604981,82.43318541,11.01225315,3.772490268,,2.099897496,0.317426366,3.247515895,12.57496756,3.748072856,6.482823083,0.756939795,0.634852731,0.329635072,37.65165045,0.927861684,2.89346341,0.024417413,18.27643344,,1209.211322,52.08234138,3.931203451,2.026645257,,,1061.644689,40.78928798,481.6945098,236.6901904,27.18878909,114.5665006,177.1971643,6.849084274,163.2181955,46.66167575,2.576037044,46.02465673,277.9556179,24.74704781,1.404001233,9.180947191,137.7264166,107.2656942,29.56948683,0.891235565,,,1.697010185,1.391792526,0.024417413,0.073252238,5.115447969,0,4.724769365,0.13429577,0.256382834,0,0,0,0,98.34112981,4.053290515,20.82805307,1.147618399,103.0048556,3.943412158,41.0212534,,38.10337258,6.177605423,0.073252238,0.085460945,,38.55509472,0.024417413,20.26645257,,,,,
2001,Благоевград,941.5499316,44.84957917,3.786003437,1.456155168,,1.164924134,0,0,8.15446894,2.038617235,4.659696537,0,0.582462067,0.291231034,27.95817922,0.582462067,1.747386201,0,3.203541369,,682.3543117,22.71602062,0.873693101,0.291231034,,,591.7814602,19.22124822,144.7418237,85.03946181,11.64924134,59.11989982,117.3661065,1.747386201,88.24300317,16.89139995,0.873693101,50.09173778,133.6750444,10.48431721,0.582462067,7.572006873,14.56155168,10.19308618,3.786003437,0.582462067,,,3.786003437,1.747386201,1.747386201,0.291231034,20.09494132,0,16.01770685,0,4.07723447,0,0,0,0,76.01129976,5.242158604,16.60016891,1.164924134,80.6709963,5.242158604,36.98634126,,34.36526196,8.15446894,0,0,,29.70556543,0,11.06677928,,,,,
